id,lat,long,occurrencedate,reporteddate,premisetype,offence,MCI,division,neighbourhood
233,43.6524696,-79.375473,2019-01-02,2019-01-03,Commercial,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
234,43.6574783,-79.4469299,2019-01-02,2019-01-03,Commercial,B&E,Break and Enter,D11,Dufferin Grove (83)
235,43.6875725,-79.4909134,2019-01-02,2019-03-22,Apartment,Assault,Assault,D12,Mount Dennis (115)
236,43.6560402,-79.4538193,2019-01-02,2019-01-03,Commercial,B&E,Break and Enter,D11,High Park North (88)
237,43.706089,-79.4355545,2019-01-02,2019-01-03,House,B&E,Break and Enter,D13,Forest Hill North (102)
238,43.6561661,-79.3701248,2019-01-02,2019-01-21,Apartment,B&E,Break and Enter,D51,Moss Park (73)
239,43.7227287,-79.456665,2019-01-02,2019-01-21,Apartment,B&E,Break and Enter,D32,Yorkdale-Glen Park (31)
240,43.7570419,-79.1993027,2019-01-02,2019-01-21,Commercial,Theft Of Motor Vehicle,Auto Theft,D43,West Hill (136)
241,43.7682648,-79.5229645,2019-01-02,2019-01-03,Apartment,Robbery - Delivery Person,Robbery,D31,Black Creek (24)
242,43.6556168,-79.3644638,2019-01-02,2019-01-02,Commercial,Assault - Resist/ Prevent Seiz,Assault,D51,Moss Park (73)
243,43.6225166,-79.4796143,2019-01-02,2019-01-06,Outside,Theft Of Motor Vehicle,Auto Theft,D22,Mimico (includes Humber Bay Shores) (17)
244,43.8011284,-79.1887894,2019-01-02,2019-01-05,Commercial,Theft Of Motor Vehicle,Auto Theft,D42,Rouge (131)
245,43.6637001,-79.3801117,2019-01-02,2019-01-20,Apartment,Assault,Assault,D51,Church-Yonge Corridor (75)
246,43.8146133,-79.2191162,2019-01-02,2019-01-05,Outside,Robbery - Purse Snatch,Robbery,D42,Malvern (132)
247,43.6538849,-79.4518433,2019-01-02,2019-01-02,Commercial,Assault - Resist/ Prevent Seiz,Assault,D11,Roncesvalles (86)
248,43.6482544,-79.5117493,2019-01-02,2019-01-02,Other,Assault,Assault,D22,Kingsway South (15)
249,43.6482544,-79.5117493,2019-01-02,2019-01-02,Other,Assault,Assault,D22,Kingsway South (15)
250,43.8039284,-79.3134079,2019-01-02,2019-01-02,Other,Assault,Assault,D42,L'Amoreaux (117)
251,43.7175674,-79.2726669,2019-01-02,2019-01-02,Commercial,Assault,Assault,D41,Kennedy Park (124)
252,43.6987724,-79.4360199,2019-01-02,2019-01-02,Other,Assault,Assault,D13,Forest Hill North (102)
253,43.7926636,-79.3547363,2019-01-02,2019-01-02,House,Assault,Assault,D33,Don Valley Village (47)
254,43.72929,-79.5346298,2019-01-02,2019-01-04,House,Theft From Mail / Bag / Key,Theft Over,D31,Pelmo Park-Humberlea (23)
255,43.6590996,-79.3821182,2019-01-02,2019-01-02,Outside,Assault,Assault,D52,Bay Street Corridor (76)
256,43.6552162,-79.4370346,2019-01-02,2019-01-02,Commercial,Assault With Weapon,Assault,D11,Dufferin Grove (83)
257,43.7213402,-79.5332184,2019-01-02,2019-01-02,House,Assault,Assault,D31,Pelmo Park-Humberlea (23)
258,43.6617813,-79.3697128,2019-01-03,2019-01-04,Outside,Robbery - Swarming,Robbery,D51,Moss Park (73)
259,43.662262,-79.4060364,2019-01-03,2019-01-04,Commercial,B&E,Break and Enter,D14,University (79)
260,43.7806931,-79.4010391,2019-01-03,2019-01-05,House,B&E,Break and Enter,D32,Willowdale East (51)
261,43.7957916,-79.3957596,2019-01-03,2019-01-26,Apartment,Robbery With Weapon,Robbery,D32,Newtonbrook East (50)
262,43.7679863,-79.5578003,2019-01-03,2019-03-04,Commercial,Theft Of Motor Vehicle,Auto Theft,D31,Humber Summit (21)
263,43.7672119,-79.5147705,2019-01-03,2019-01-08,Other,Assault,Assault,D31,Black Creek (24)
264,43.6775589,-79.3519669,2019-01-03,2019-01-08,Other,Assault,Assault,D54,Playter Estates-Danforth (67)
265,43.7441483,-79.3560181,2019-01-03,2019-01-15,House,B&E,Break and Enter,D33,Banbury-Don Mills (42)
266,43.6582947,-79.3710327,2019-01-03,2019-01-04,Other,Assault,Assault,D51,Moss Park (73)
267,43.7393837,-79.5232468,2019-01-03,2019-01-04,House,B&E,Break and Enter,D31,Glenfield-Jane Heights (25)
268,43.7393837,-79.5232468,2019-01-03,2019-01-04,House,Assault,Assault,D31,Glenfield-Jane Heights (25)
269,43.6553497,-79.3558807,2019-01-03,2019-01-05,Outside,Theft Of Motor Vehicle,Auto Theft,D51,Moss Park (73)
270,43.7957916,-79.3957596,2019-01-03,2019-01-26,Apartment,Assault,Assault,D32,Newtonbrook East (50)
271,43.6570396,-79.3812256,2019-01-03,2019-01-03,Commercial,Robbery - Business,Robbery,D52,Bay Street Corridor (76)
272,43.6701927,-79.2919846,2019-01-03,2019-01-04,House,Theft Of Motor Vehicle,Auto Theft,D55,The Beaches (63)
273,43.7807198,-79.4398422,2019-01-03,2019-01-03,House,B&E,Break and Enter,D32,Newtonbrook West (36)
274,43.7674561,-79.3041534,2019-01-03,2019-01-03,Outside,Discharge Firearm - Recklessly,Assault,D41,Wexford/Maryvale (119)
275,43.7248802,-79.4482651,2019-01-03,2019-01-03,Commercial,Theft Over,Theft Over,D32,Yorkdale-Glen Park (31)
276,43.751667,-79.456749,2019-01-03,2019-01-03,Apartment,Robbery - Armoured Car,Robbery,D32,Bathurst Manor (34)
277,43.7436447,-79.6039124,2019-01-03,2019-01-04,Outside,Aggravated Assault,Assault,D23,West Humber-Clairville (1)
278,43.654953,-79.4156036,2019-01-03,2019-01-03,Apartment,B&E W'Intent,Break and Enter,D14,Palmerston-Little Italy (80)
279,43.7082901,-79.2484055,2019-01-03,2019-01-05,Other,Assault,Assault,D41,Birchcliffe-Cliffside (122)
280,43.7037392,-79.4029541,2019-01-03,2019-01-03,House,Assault,Assault,D53,Yonge-Eglinton (100)
281,43.6564369,-79.3840561,2019-01-03,2019-01-03,Commercial,B&E,Break and Enter,D52,Bay Street Corridor (76)
282,43.6903725,-79.2734756,2019-01-03,2019-01-03,House,Assault,Assault,D41,Birchcliffe-Cliffside (122)
283,43.6611519,-79.4294357,2019-01-03,2019-01-03,Other,Assault,Assault,D14,Dovercourt-Wallace Emerson-Junction (93)
284,43.744854,-79.2311859,2019-01-03,2019-01-03,House,Assault,Assault,D43,Eglinton East (138)
285,43.7091942,-79.3862,2019-01-03,2019-01-03,Apartment,Assault With Weapon,Assault,D53,Mount Pleasant East (99)
286,43.7091942,-79.3862,2019-01-03,2019-01-03,Apartment,Aggravated Assault,Assault,D53,Mount Pleasant East (99)
287,43.6579094,-79.3815842,2019-01-03,2019-01-03,Commercial,Assault,Assault,D52,Bay Street Corridor (76)
288,43.663208,-79.3675461,2019-01-03,2019-01-03,Commercial,B&E,Break and Enter,D51,Cabbagetown-South St.James Town (71)
289,43.6524696,-79.375473,2019-01-03,2019-01-03,Commercial,B&E,Break and Enter,D51,Church-Yonge Corridor (75)
290,43.7198334,-79.5138016,2019-01-03,2019-01-03,Commercial,Robbery - Other,Robbery,D31,Downsview-Roding-CFB (26)
291,43.7198334,-79.5138016,2019-01-03,2019-01-03,Commercial,Robbery - Purse Snatch,Robbery,D31,Downsview-Roding-CFB (26)
292,43.6567955,-79.365654,2019-01-03,2019-01-03,Commercial,Assault,Assault,D51,Moss Park (73)
293,43.8138962,-79.2949371,2019-01-03,2019-01-03,Commercial,Robbery - Business,Robbery,D42,Milliken (130)
294,43.8138962,-79.2949371,2019-01-03,2019-01-03,Commercial,Robbery - Business,Robbery,D42,Milliken (130)
295,43.6613579,-79.4535294,2019-01-03,2019-01-03,Apartment,Assault,Assault,D11,Dovercourt-Wallace Emerson-Junction (93)
296,43.6704216,-79.4492493,2019-01-03,2019-01-03,House,Assault With Weapon,Assault,D13,Dovercourt-Wallace Emerson-Junction (93)
297,43.7089996,-79.4438095,2019-01-03,2019-01-03,Outside,Assault With Weapon,Assault,D13,Yorkdale-Glen Park (31)
298,43.6563683,-79.3675995,2019-01-03,2019-01-03,Outside,Assault,Assault,D51,Moss Park (73)
299,43.644207,-79.4188614,2019-01-03,2019-01-03,Other,Assault,Assault,D14,Niagara (82)
300,43.7044754,-79.5042496,2019-01-03,2019-01-03,Commercial,Assault,Assault,D12,Weston (113)
301,43.8193893,-79.3134842,2019-01-03,2019-01-03,House,B&E,Break and Enter,D42,Steeles (116)
302,43.674221,-79.5554733,2019-01-03,2019-01-03,Commercial,Robbery - Business,Robbery,D22,Princess-Rosethorn (10)
303,43.649334,-79.420784,2019-01-03,2019-01-03,Commercial,Robbery - Financial Institute,Robbery,D14,Trinity-Bellwoods (81)
304,43.8215332,-79.2591782,2019-01-03,2019-01-03,Commercial,Assault,Assault,D42,Milliken (130)
305,43.6971474,-79.4632187,2019-01-03,2019-01-03,Commercial,B&E,Break and Enter,D13,Briar Hill-Belgravia (108)
306,43.751667,-79.456749,2019-01-03,2019-01-03,Apartment,Robbery With Weapon,Robbery,D32,Bathurst Manor (34)
307,43.8071213,-79.2555161,2019-01-03,2019-01-03,Commercial,B&E,Break and Enter,D42,Agincourt North (129)
308,43.6748466,-79.4571228,2019-01-03,2019-01-03,Commercial,B&E,Break and Enter,D11,Weston-Pellam Park (91)
309,43.6397438,-79.4409637,2019-01-03,2019-01-03,Other,Assault,Assault,D14,South Parkdale (85)
310,43.7441521,-79.406723,2019-01-03,2019-01-03,Outside,Assault,Assault,D32,Bedford Park-Nortown (39)
311,43.7269974,-79.2914658,2019-01-03,2019-01-03,Commercial,Assault,Assault,D41,Wexford/Maryvale (119)
312,43.7514801,-79.2934952,2019-01-03,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D41,Wexford/Maryvale (119)
313,43.6951332,-79.3034821,2019-01-03,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D54,Taylor-Massey (61)
314,43.7972946,-79.1818924,2019-01-03,2019-01-03,House,Theft Of Motor Vehicle,Auto Theft,D43,Highland Creek (134)
315,43.6681137,-79.412384,2019-01-03,2019-01-03,Other,Assault,Assault,D14,Annex (95)
316,43.6103439,-79.538887,2019-01-03,2019-01-03,House,Theft Of Motor Vehicle,Auto Theft,D22,Alderwood (20)
317,43.7206879,-79.2887878,2019-01-03,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D41,Clairlea-Birchmount (120)
318,43.7181282,-79.5990524,2019-01-03,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
319,43.671402,-79.3259354,2019-01-03,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D55,Greenwood-Coxwell (65)
320,43.7266464,-79.3275604,2019-01-03,2019-01-04,Outside,Theft Of Motor Vehicle,Auto Theft,D33,Banbury-Don Mills (42)
321,43.7198334,-79.5138016,2019-01-03,2019-01-04,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Downsview-Roding-CFB (26)
322,43.6995583,-79.4571075,2019-01-03,2019-01-04,Outside,Theft Of Motor Vehicle,Auto Theft,D13,Briar Hill-Belgravia (108)
323,43.7612991,-79.2794571,2019-01-03,2019-01-04,Outside,Theft Of Motor Vehicle,Auto Theft,D41,Dorset Park (126)
324,43.7181282,-79.5990524,2019-01-03,2019-01-03,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
325,43.655777,-79.3806763,2019-01-03,2019-01-03,Outside,Assault Peace Officer,Assault,D51,Bay Street Corridor (76)
326,43.6702919,-79.3412704,2019-01-03,2019-01-03,Apartment,B&E,Break and Enter,D55,Blake-Jones (69)
327,43.7659149,-79.4961472,2019-01-03,2019-01-03,House,Robbery - Mugging,Robbery,D31,York University Heights (27)
328,43.7516556,-79.2770309,2019-01-03,2019-01-03,Commercial,Assault With Weapon,Assault,D41,Dorset Park (126)
329,43.6611557,-79.3409195,2019-01-03,2019-01-03,Commercial,Assault - Resist/ Prevent Seiz,Assault,D55,South Riverdale (70)
330,43.668499,-79.4097824,2019-01-03,2019-01-03,Apartment,B&E,Break and Enter,D14,Annex (95)
331,43.724781,-79.4460297,2019-01-03,2019-01-03,House,B&E,Break and Enter,D32,Englemount-Lawrence (32)
332,43.7193069,-79.5160141,2019-01-03,2019-01-03,Other,Assault,Assault,D31,Downsview-Roding-CFB (26)
333,43.7516556,-79.2770309,2019-01-03,2019-01-03,Commercial,Assault With Weapon,Assault,D41,Dorset Park (126)
334,43.8358841,-79.2543335,2019-01-03,2019-01-03,Commercial,Robbery - Business,Robbery,D42,Milliken (130)
335,43.7999496,-79.154274,2019-01-03,2019-01-03,House,Aggravated Assault,Assault,D42,Rouge (131)
336,43.7999496,-79.154274,2019-01-03,2019-01-03,House,Discharge Firearm With Intent,Assault,D42,Rouge (131)
337,43.6868515,-79.5131454,2019-01-03,2019-01-03,Apartment,B&E,Break and Enter,D23,Humber Heights-Westmount (8)
338,43.673378,-79.3562241,2019-01-03,2019-01-03,Apartment,Assault,Assault,D55,North Riverdale (68)
339,43.7516556,-79.2770309,2019-01-03,2019-01-03,Commercial,Assault With Weapon,Assault,D41,Dorset Park (126)
340,43.7120667,-79.3944626,2019-01-04,2019-01-05,Outside,Assault,Assault,D53,Mount Pleasant West (104)
341,43.6692352,-79.3979111,2019-01-04,2019-01-05,Apartment,B&E W'Intent,Break and Enter,D53,Annex (95)
342,43.6892128,-79.5440445,2019-01-04,2019-01-05,House,Theft Of Motor Vehicle,Auto Theft,D23,Kingsview Village-The Westway (6)
343,43.6723595,-79.3768539,2019-01-04,2019-01-05,Outside,Assault,Assault,D51,North St.James Town (74)
344,43.7668953,-79.1747665,2019-01-04,2019-01-05,Other,Robbery - Mugging,Robbery,D43,West Hill (136)
345,43.6607933,-79.3412704,2019-01-04,2019-01-07,Other,Theft Over,Theft Over,D55,South Riverdale (70)
346,43.6411133,-79.4166412,2019-01-04,2019-01-23,Apartment,B&E,Break and Enter,D14,Niagara (82)
347,43.6462326,-79.3981476,2019-01-04,2019-01-08,Other,B&E,Break and Enter,D14,Waterfront Communities-The Island (77)
348,43.7184258,-79.4295883,2019-01-04,2019-01-08,Commercial,B&E,Break and Enter,D53,Bedford Park-Nortown (39)
349,43.649334,-79.420784,2019-01-04,2019-03-04,Outside,Assault,Assault,D14,Trinity-Bellwoods (81)
350,43.7000504,-79.5437851,2019-01-04,2019-01-08,House,B&E,Break and Enter,D23,Kingsview Village-The Westway (6)
351,43.6707535,-79.3930817,2019-01-04,2019-02-27,Commercial,Theft Over,Theft Over,D53,Annex (95)
352,43.6459885,-79.3791351,2019-01-04,2019-01-28,Other,Assault Peace Officer,Assault,D52,Waterfront Communities-The Island (77)
353,43.7395325,-79.2352524,2019-01-04,2019-01-25,Commercial,Theft Of Motor Vehicle,Auto Theft,D43,Eglinton East (138)
354,43.7508507,-79.5421295,2019-01-04,2019-01-06,Outside,Theft Of Motor Vehicle,Auto Theft,D31,Humbermede (22)
355,43.709156,-79.5655136,2019-01-04,2019-01-09,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
356,43.6898994,-79.5784149,2019-01-04,2019-01-09,Outside,Theft Of Motor Vehicle,Auto Theft,D23,West Humber-Clairville (1)
357,43.644207,-79.4353638,2019-01-04,2019-01-04,Apartment,Assault - Resist/ Prevent Seiz,Assault,D11,Roncesvalles (86)
358,43.8167915,-79.276947,2019-01-04,2019-01-04,Outside,Assault,Assault,D42,Milliken (130)
359,43.6520615,-79.4072723,2019-01-04,2019-01-04,Commercial,B&E,Break and Enter,D14,Trinity-Bellwoods (81)
360,43.7447319,-79.5936508,2019-01-04,2019-01-04,Apartment,Assault With Weapon,Assault,D23,Mount Olive-Silverstone-Jamestown (2)
361,43.6688728,-79.3744507,2019-01-04,2019-01-04,Apartment,Assault With Weapon,Assault,D51,North St.James Town (74)
362,43.6537323,-79.3732529,2019-01-04,2019-01-04,Outside,Assault With Weapon,Assault,D51,Moss Park (73)
363,43.6611824,-79.3427505,2019-01-04,2019-01-04,Commercial,Robbery - Other,Robbery,D55,South Riverdale (70)
364,43.7558136,-79.3470459,2019-01-04,2019-01-04,House,Assault,Assault,D33,Banbury-Don Mills (42)
365,43.659771,-79.4247894,2019-01-04,2019-01-04,Apartment,B&E,Break and Enter,D14,Palmerston-Little Italy (80)
366,43.6922188,-79.2838745,2019-01-04,2019-01-04,Commercial,Theft Over,Theft Over,D41,Oakridge (121)
367,43.7980042,-79.4200821,2019-01-04,2019-01-04,Outside,Theft Over,Theft Over,D32,Newtonbrook West (36)
368,43.7600288,-79.5718155,2019-01-04,2019-01-04,Commercial,Assault,Assault,D31,Humber Summit (21)
369,43.6459389,-79.3895035,2019-01-04,2019-01-04,Apartment,B&E W'Intent,Break and Enter,D52,Waterfront Communities-The Island (77)
370,43.658596,-79.4415741,2019-01-04,2019-01-05,Commercial,Assault,Assault,D11,Dovercourt-Wallace Emerson-Junction (93)
371,43.6494522,-79.3714676,2019-01-04,2019-01-04,Commercial,Assault,Assault,D51,Waterfront Communities-The Island (77)
372,43.6526833,-79.3780899,2019-01-04,2019-01-04,Outside,Assault,Assault,D51,Church-Yonge Corridor (75)
373,43.6573067,-79.3734589,2019-01-04,2019-01-04,Apartment,Assault,Assault,D51,Moss Park (73)
374,43.6621132,-79.3297348,2019-01-04,2019-01-04,Outside,Assault,Assault,D55,Greenwood-Coxwell (65)
375,43.6788063,-79.4829025,2019-01-04,2019-01-04,Outside,Robbery - Other,Robbery,D12,Rockcliffe-Smythe (111)
376,43.6993027,-79.3867416,2019-01-04,2019-01-05,Other,Assault,Assault,D53,Mount Pleasant West (104)
377,43.7851868,-79.3913651,2019-01-04,2019-01-05,Apartment,B&E,Break and Enter,D33,Bayview Woods-Steeles (49)
378,43.6812744,-79.3679276,2019-01-04,2019-01-05,Commercial,B&E,Break and Enter,D53,Leaside-Bennington (56)
379,43.6120872,-79.5158234,2019-01-04,2019-01-05,Other,Assault Peace Officer,Assault,D22,Mimico (includes Humber Bay Shores) (17)
380,43.7144051,-79.3363495,2019-01-04,2019-01-04,Outside,Assault With Weapon,Assault,D54,Flemingdon Park (44)
381,43.7637482,-79.3619156,2019-01-04,2019-01-04,Other,Assault,Assault,D33,St.Andrew-Windfields (40)
382,43.7658043,-79.2810745,2019-01-04,2019-01-04,Commercial,B&E,Break and Enter,D41,Dorset Park (126)
383,43.6743202,-79.3282013,2019-01-04,2019-01-04,Outside,Pointing A Firearm,Assault,D55,Greenwood-Coxwell (65)
384,43.6579094,-79.3815842,2019-01-04,2019-01-04,Outside,Robbery - Swarming,Robbery,D52,Bay Street Corridor (76)
385,43.649353,-79.3936996,2019-01-04,2019-01-04,Outside,Assault,Assault,D52,Waterfront Communities-The Island (77)
386,43.656723,-79.406517,2019-01-04,2019-01-04,Commercial,B&E W'Intent,Break and Enter,D14,University (79)
387,43.6743202,-79.3282013,2019-01-04,2019-01-04,Outside,Discharge Firearm With Intent,Assault,D55,Greenwood-Coxwell (65)
388,43.6686058,-79.4587708,2019-01-04,2019-01-04,Apartment,Assault,Assault,D11,Weston-Pellam Park (91)
389,43.7110786,-79.3993149,2019-01-04,2019-01-04,Apartment,B&E,Break and Enter,D53,Mount Pleasant West (104)
390,43.6481323,-79.4037781,2019-01-04,2019-01-04,Commercial,B&E,Break and Enter,D14,Kensington-Chinatown (78)
391,43.7149734,-79.4174118,2019-01-04,2019-01-04,House,B&E,Break and Enter,D53,Lawrence Park South (103)
392,43.6363945,-79.4068375,2019-01-04,2019-01-04,Apartment,Assault With Weapon,Assault,D14,Niagara (82)
393,43.6375961,-79.4241409,2019-01-04,2019-01-04,Other,Assault,Assault,D14,South Parkdale (85)
394,43.7914963,-79.4015884,2019-01-04,2019-01-04,House,B&E,Break and Enter,D32,Newtonbrook East (50)
395,43.6768417,-79.5642166,2019-01-04,2019-01-04,Apartment,Assault,Assault,D23,Willowridge-Martingrove-Richview (7)
396,43.6567955,-79.365654,2019-01-04,2019-01-04,Other,Assault,Assault,D51,Moss Park (73)
397,43.6399727,-79.4441757,2019-01-04,2019-01-04,Apartment,B&E,Break and Enter,D11,Roncesvalles (86)
398,43.7092476,-79.5055695,2019-01-04,2019-01-04,Other,Assault,Assault,D12,Weston (113)
399,43.7043533,-79.39785,2019-01-04,2019-01-04,Commercial,Assault With Weapon,Assault,D53,Yonge-Eglinton (100)
400,43.8085251,-79.2245636,2019-01-04,2019-01-04,Outside,Robbery With Weapon,Robbery,D42,Malvern (132)
401,43.6890488,-79.4333496,2019-01-04,2019-01-04,Other,B&E,Break and Enter,D13,Oakwood Village (107)
402,43.6541252,-79.4239578,2019-01-04,2019-01-04,Commercial,B&E,Break and Enter,D14,Trinity-Bellwoods (81)
403,43.7383919,-79.5826874,2019-01-04,2019-01-04,Apartment,B&E,Break and Enter,D23,Mount Olive-Silverstone-Jamestown (2)
404,43.723938,-79.4194336,2019-01-04,2019-01-04,House,B&E,Break and Enter,D32,Bedford Park-Nortown (39)
405,43.7917175,-79.3402023,2019-01-04,2019-01-04,House,Theft Of Motor Vehicle,Auto Theft,D33,Pleasant View (46)
406,43.758007,-79.2842178,2019-01-04,2019-01-04,House,Theft Of Motor Vehicle,Auto Theft,D41,Dorset Park (126)
407,43.7736168,-79.2611313,2019-01-04,2019-01-04,Outside,Theft Of Motor Vehicle,Auto Theft,D43,Bendale (127)
408,43.7121429,-79.3861771,2019-01-04,2019-01-04,Outside,Theft Of Motor Vehicle,Auto Theft,D53,Bridle Path-Sunnybrook-York Mills (41)
409,43.6718445,-79.3239899,2019-01-04,2019-01-04,House,B&E,Break and Enter,D55,Greenwood-Coxwell (65)
410,43.6695633,-79.3022385,2019-01-04,2019-01-04,Commercial,B&E,Break and Enter,D55,The Beaches (63)
411,43.8085251,-79.2245636,2019-01-04,2019-01-04,Outside,Robbery With Weapon,Robbery,D42,Malvern (132)
412,43.7572327,-79.4916916,2019-01-04,2019-01-04,Outside,Assault With Weapon,Assault,D31,York University Heights (27)
413,43.6621399,-79.3834229,2019-01-04,2019-01-04,Commercial,Assault,Assault,D52,Bay Street Corridor (76)
414,43.7726898,-79.3448181,2019-01-04,2019-01-04,Outside,Discharge Firearm - Recklessly,Assault,D33,Henry Farm (53)
415,43.6857033,-79.4246063,2019-01-04,2019-01-04,Other,Theft From Mail / Bag / Key,Theft Over,D13,Humewood-Cedarvale (106)
416,43.6947289,-79.4132309,2019-01-04,2019-01-04,House,B&E W'Intent,Break and Enter,D53,Forest Hill South (101)
417,43.7135696,-79.3647995,2019-01-04,2019-01-05,Commercial,B&E,Break and Enter,D53,Leaside-Bennington (56)
418,43.6990395,-79.2782669,2019-01-04,2019-01-04,Outside,Robbery - Mugging,Robbery,D41,Oakridge (121)
419,43.6990395,-79.2782669,2019-01-04,2019-01-04,Outside,Robbery - Other,Robbery,D41,Oakridge (121)
